,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
283,roald,92,NO,1549929000,74,62.58,6.12,35.6,10.29
284,sandnessjoen,75,NO,1549927200,86,66.02,12.63,33.8,13.87
285,kajaani,90,FI,1549927200,92,64.22,27.73,21.2,9.17
286,marion,75,US,1549929000,100,35.21,-90.2,62.06,11.41
287,coruripe,92,BR,1549930544,98,-10.12,-36.18,81.08,12.46
288,high level,40,CA,1549929600,64,58.52,-117.13,-4.01,4.7
289,winona,90,CA,1549926000,79,43.21,-79.65,26.6,21.92
290,alamosa,1,US,1549929300,46,37.47,-105.87,29.3,17.22
291,kungurtug,0,RU,1549930546,0,50.6,97.53,-41.86,2.39
292,mount gambier,90,AU,1549926000,76,-37.83,140.78,55.4,16.11
293,verkhnyaya inta,80,RU,1549930546,79,65.99,60.32,23.26,7.65
294,dunmore east,32,IE,1549930547,96,52.15,-6.99,46.61,16.71
295,piacabucu,88,BR,1549930547,82,-10.41,-36.43,78.88,8.43
296,impfondo,92,CD,1549930547,68,1.62,18.06,80.5,0.94
297,boca do acre,36,BR,1549930547,97,-8.76,-67.39,73.39,2.17
298,rapid valley,1,US,1549929360,76,44.06,-103.15,24.08,2.84
299,castanos,76,MX,1549930548,55,26.78,-101.42,65.65,5.41
300,ponta do sol,48,BR,1549930548,70,-20.63,-46.0,76.4,6.53
301,burriana,0,ES,1549927800,86,39.89,-0.08,41.0,2.24
302,pacific grove,1,US,1549928400,47,36.62,-121.92,57.02,2.73
303,petropavlovsk-kamchatskiy,40,RU,1549927800,64,53.05,158.65,-0.41,8.95
304,pran buri,0,TH,1549926000,83,12.39,99.9,75.2,2.24
305,geraldton,20,CA,1549926000,55,49.72,-86.95,10.4,4.7
306,vila,0,IT,1549927200,37,45.18,8.4,37.4,2.24
307,tilichiki,12,RU,1549930551,76,60.47,166.1,-12.12,11.01
308,bulaevo,80,KZ,1549930551,77,54.91,70.44,7.37,3.06
309,camocim,20,BR,1549930551,82,-2.9,-40.84,80.63,11.9
310,aklavik,90,CA,1549926000,73,68.22,-135.01,24.8,8.05
311,lukovetskiy,90,RU,1549927800,86,64.29,41.92,30.2,11.18
312,codrington,0,AU,1549926000,58,-28.95,153.24,87.8,6.93
313,methoni,68,GR,1549929000,76,36.82,21.7,57.2,3.36
314,victoria,75,BN,1549927800,88,5.28,115.24,78.8,2.24
315,nizhnyaya tavda,68,RU,1549930553,77,57.67,66.17,9.49,8.66
316,yamada,75,JP,1549926000,100,36.58,137.08,35.6,1.12
317,tiznit,0,MA,1549930554,73,29.7,-9.73,55.48,2.73
318,almansa,20,ES,1549926000,93,38.87,-1.1,39.2,5.82
319,fortuna,90,ES,1549927800,66,38.18,-1.13,55.4,3.36
320,oudtshoorn,92,ZA,1549930200,100,-33.59,22.2,64.4,3.36
321,tashtagol,48,RU,1549930555,60,52.76,87.85,-8.02,3.51
322,eydhafushi,44,MV,1549930556,99,5.1,73.07,82.93,20.51
323,hualmay,0,PE,1549930556,72,-11.1,-77.61,75.01,4.41
324,egvekinot,80,RU,1549930556,59,66.32,-179.17,-13.92,14.03
325,yar-sale,88,RU,1549930557,89,66.83,70.83,13.22,12.35
326,pisco,75,PE,1549926000,30,-13.71,-76.2,71.6,9.17
327,adrar,0,DZ,1549926000,26,27.87,-0.29,57.2,9.17
328,camargo,92,MX,1549930558,26,27.69,-105.17,68.57,19.84
329,iida,0,JP,1549930558,49,35.45,137.9,32.08,1.83
330,hokitika,80,NZ,1549930558,100,-42.72,170.96,62.59,8.77
331,yulara,0,AU,1549926000,10,-25.24,130.99,89.6,9.17
332,chabahar,92,IR,1549930559,100,25.29,60.65,70.6,15.82
333,oktyabrskiy,90,RU,1549927800,86,55.61,37.97,30.2,13.42
334,san cristobal,75,EC,1549929600,76,-0.39,-78.55,64.4,12.75
335,bima,48,ID,1549930560,100,-8.45,118.73,75.55,2.51
336,benghazi,0,LY,1549930512,100,32.12,20.07,62.0,15.26
337,dingle,8,PH,1549930561,62,11.0,122.67,78.11,16.71
338,mogwase,24,ZA,1549930561,96,-25.28,27.22,62.14,3.74
339,anchorage,75,US,1549925880,100,61.22,-149.89,26.06,0.94
340,nome,75,US,1549928100,81,30.04,-94.42,73.04,9.17
341,paragominas,44,BR,1549930562,84,-3.0,-47.35,79.51,7.09
342,abony,0,HU,1549927800,60,47.19,20.0,41.0,13.87
343,tirumullaivasal,88,IN,1549930563,85,11.24,79.84,79.24,12.68
344,praia da vitoria,20,PT,1549926000,100,38.73,-27.07,55.4,7.43
345,massakory,0,TD,1549930563,25,13.0,15.73,67.22,14.25
346,neyshabur,92,IR,1549930564,99,36.21,58.79,32.89,5.64
347,kilindoni,92,TZ,1549930564,99,-7.91,39.67,82.7,11.23
348,suvorovo,0,BG,1549927800,87,43.33,27.59,44.6,6.93
349,van,40,TR,1549925400,79,38.51,43.37,26.6,2.24
350,san patricio,44,PY,1549930565,98,-26.98,-56.83,74.42,2.62
351,san jose el alto,75,MX,1549924860,31,20.65,-100.37,75.2,5.82
352,maceio,0,BR,1549926000,83,-9.67,-35.74,77.0,4.7
353,lyubymivka,92,UA,1549930566,94,46.81,33.57,36.94,10.78
354,yongan,48,CN,1549930567,83,39.7,113.69,9.98,3.4
355,portland,90,US,1549926660,85,45.52,-122.67,46.04,10.29
356,leningradskiy,48,RU,1549930567,92,69.38,178.42,-21.16,13.13
357,poronaysk,8,RU,1549930568,90,49.22,143.1,-11.08,3.29
358,belaya gora,32,RU,1549930568,59,68.54,146.19,-33.13,3.18
359,segezha,92,RU,1549930568,92,63.74,34.31,31.9,7.43
360,minudasht,92,IR,1549926000,100,37.23,55.37,44.6,11.41
361,dauphin,90,CA,1549927260,83,51.15,-100.04,-5.81,2.24
362,keetmanshoop,0,NA,1549930569,32,-26.57,18.15,71.23,9.44
363,tonantins,24,BR,1549930569,97,-2.86,-67.77,76.58,3.62
364,hovd,90,NO,1549929000,100,63.83,10.7,33.8,12.75
365,yumen,8,CN,1549930570,59,40.29,97.04,4.18,6.76
366,sawakin,0,SD,1549930570,100,19.1,37.33,63.04,11.01
367,neryungri,36,RU,1549930571,55,56.66,124.71,-7.3,13.13
368,mocajuba,64,BR,1549930571,84,-2.58,-49.5,79.46,4.52
369,tateyama,75,JP,1549926000,100,36.66,137.31,35.6,1.12
370,nisia floresta,40,BR,1549926000,74,-6.09,-35.21,82.4,14.99
371,waingapu,80,ID,1549930572,100,-9.65,120.26,76.67,5.19
372,shenxian,80,CN,1549930572,89,36.24,115.67,25.55,2.62
373,gigmoto,92,PH,1549930573,100,13.78,124.39,76.45,12.8
374,areosa,0,PT,1549927800,87,41.72,-8.86,46.4,1.72
375,ende,20,ID,1549930573,100,-8.84,121.65,80.27,0.16
376,mizdah,0,LY,1549930573,85,31.45,12.98,39.73,4.97
377,saravan,90,AM,1549927800,86,39.72,45.65,37.4,2.24
378,vila franca do campo,75,PT,1549927800,93,37.72,-25.43,62.6,13.87
379,peniche,0,PT,1549927800,81,39.36,-9.38,48.2,4.7
380,barranca,12,PE,1549930575,98,-10.75,-77.76,73.75,7.43
381,maniwaki,0,CA,1549930575,65,46.38,-75.98,3.1,5.08
382,cidreira,92,BR,1549930575,100,-30.17,-50.22,71.68,4.52
383,souillac,75,FR,1549927800,93,45.6,-0.6,42.8,2.73
384,zihuatanejo,20,MX,1549924980,74,17.64,-101.55,84.2,6.93
385,zhigansk,44,RU,1549930576,59,66.77,123.37,-20.13,3.96
386,ixtapa,5,MX,1549925220,74,20.71,-105.21,78.8,16.11
387,porteirinha,32,BR,1549930577,55,-15.74,-43.03,73.43,4.74
388,marsa matruh,0,EG,1549926000,87,31.35,27.25,48.2,3.4
389,te anau,56,NZ,1549930578,58,-45.41,167.72,66.95,7.09
390,beira,0,ES,1549927800,93,43.2,-8.36,41.0,4.7
391,marystown,88,CA,1549930578,96,47.17,-55.16,28.07,31.25
392,nuuk,76,GL,1549929000,49,64.17,-51.74,26.6,5.82
393,san-pedro,0,CI,1549930579,92,4.75,-6.64,77.08,5.97
394,siocon,32,PH,1549930580,94,11.03,124.04,79.37,18.39
395,notse,0,TG,1549930580,73,6.95,1.17,70.78,6.53
396,takoradi,0,GH,1549930581,100,4.89,-1.75,81.17,7.54
397,kuhdasht,40,IR,1549925400,100,33.53,47.61,35.6,4.7
398,sinnamary,88,GF,1549930581,93,5.38,-52.96,80.23,14.7
399,paamiut,56,GL,1549930581,91,61.99,-49.67,30.01,7.54
400,santeramo in colle,40,IT,1549927200,93,40.79,16.76,44.6,11.41
401,catia la mar,0,VE,1549930582,100,10.6,-67.03,77.26,22.86
402,manjacaze,24,MZ,1549930582,55,-24.71,33.88,80.5,12.24
403,quartz hill,1,US,1549929360,29,34.65,-118.22,64.4,3.51
404,sernovodsk,12,RU,1549930583,76,53.92,51.26,5.48,7.99
405,edd,76,ER,1549930583,91,13.93,41.69,70.33,2.62
406,bathsheba,40,BB,1549926000,69,13.22,-59.52,78.8,18.34
407,guerrero negro,12,MX,1549930584,44,27.97,-114.04,66.68,12.68
408,zalantun,0,CN,1549930584,47,48.0,122.72,-1.99,6.98
409,sinnar,0,IN,1549930585,76,19.85,74.0,51.38,2.84
410,gaozhou,68,CN,1549930585,95,21.91,110.85,56.2,2.28
411,saint-augustin,75,FR,1549927800,93,44.83,-0.61,39.2,2.62
412,waipawa,12,NZ,1549930586,55,-39.94,176.59,77.08,6.42
413,krasnyy chikoy,0,RU,1549930586,58,50.36,108.75,-34.8,2.39
414,taoudenni,0,ML,1549930586,23,22.68,-3.98,50.35,5.86
415,formosa,90,AR,1549926000,94,-26.19,-58.17,77.0,14.99
416,kamalasai,20,TH,1549926000,68,16.34,103.57,71.6,4.7
417,brigantine,90,US,1549927920,95,39.41,-74.36,33.08,5.82
418,gamboula,20,CF,1549930588,72,4.12,15.14,72.26,0.94
419,yerbogachen,12,RU,1549930588,73,61.28,108.01,-11.22,7.76
420,panama city,90,US,1549928820,88,30.16,-85.65,68.0,11.41
421,atambua,92,ID,1549930588,100,-9.11,124.89,79.37,5.75
422,mikhaylovskoye,8,RU,1549930589,90,43.1,44.64,22.22,2.39
423,tolaga bay,0,NZ,1549930589,81,-38.37,178.3,74.51,5.3
424,suntar,68,RU,1549930589,69,62.16,117.65,-1.27,8.55
425,haverfordwest,0,GB,1549925400,93,51.8,-4.97,35.6,5.82
426,grants pass,90,US,1549928100,65,42.44,-123.33,50.0,4.7
427,tianpeng,100,CN,1549930590,100,28.88,112.34,34.01,3.62
428,jumla,24,NP,1549930590,80,29.28,82.18,19.03,2.39
429,hirara,75,JP,1549926000,100,24.8,125.28,66.2,13.87
430,tchibanga,92,GA,1549930591,100,-2.92,11.0,74.6,3.06
431,tigil,64,RU,1549930591,76,57.8,158.67,-3.61,5.08
432,tigard,90,US,1549927140,92,45.43,-122.77,44.96,24.16
433,rundu,76,NA,1549930592,92,-17.91,19.77,68.48,2.95
434,aljezur,0,PT,1549930592,100,37.31,-8.8,54.04,9.78
435,pimentel,20,BR,1549930593,85,-3.7,-45.5,78.43,5.08
436,kozhva,88,RU,1549930593,85,65.11,57.05,24.02,7.99
437,gravdal,56,NO,1549929000,74,59.79,5.78,37.4,9.17
438,sioux lookout,90,CA,1549928280,72,50.1,-91.92,14.0,3.36
439,busayra,0,JO,1549930594,90,30.74,35.61,37.97,3.06
440,khasan,0,RU,1549930594,100,42.43,130.64,10.3,11.01
441,iralaya,80,HN,1549930594,97,15.0,-83.23,76.22,9.55
442,hami,0,CN,1549930595,51,42.84,93.51,3.86,1.39
443,saquena,56,PE,1549930595,90,-4.67,-73.52,77.12,1.61
444,osoyoos,75,CA,1549926000,52,49.03,-119.47,19.94,4.7
445,sao felix do xingu,8,BR,1549930596,94,-6.64,-51.99,76.45,2.39
446,rio de janeiro,40,BR,1549927500,62,-22.91,-43.21,89.6,3.36
447,general roca,0,AR,1549926000,32,-39.03,-67.58,66.2,8.05
448,goderich,12,CA,1549930448,83,43.74,-81.71,23.48,15.03
449,margate,75,AU,1549927800,71,-43.03,147.26,55.4,20.8
450,iztapa,5,GT,1549926000,70,13.93,-90.71,84.2,18.34
451,de panne,80,BE,1549927800,88,51.1,2.59,33.8,4.7
452,liverpool,0,GB,1549927200,86,53.41,-2.98,39.2,4.7
453,jakar,0,BT,1549930599,54,27.55,90.75,18.17,2.28
454,ancud,0,CL,1549926000,42,-41.87,-73.83,64.4,9.17
455,gonbad-e qabus,92,IR,1549926000,100,37.25,55.17,44.6,11.41
456,riyadh,0,SA,1549926000,87,24.63,46.72,50.0,5.82
457,baindur,0,IN,1549930600,100,13.87,74.63,80.9,7.99
458,aksu,90,KZ,1549927800,76,52.04,76.93,-9.41,2.24
459,wattegama,44,LK,1549930601,95,7.35,80.68,67.36,3.96
460,longyan,64,CN,1549930601,96,25.1,117.03,50.57,2.51
461,turukhansk,88,RU,1549930601,84,65.8,87.96,-5.37,18.28
462,udachnyy,32,RU,1549930602,74,66.42,112.4,-12.03,3.85
463,puerto escondido,5,MX,1549925100,66,15.86,-97.07,84.2,9.17
464,cabinda,24,AO,1549930602,100,-5.56,12.19,81.13,7.65
465,ntoum,40,GA,1549929900,88,0.39,9.76,82.4,8.05
466,saint-francois,92,FR,1549927800,98,46.42,3.91,33.8,5.82
467,zarate,75,PE,1549926000,30,-13.68,-76.08,71.6,9.17
468,urusha,12,RU,1549930603,54,54.05,122.9,-5.41,5.19
469,francisco beltrao,36,BR,1549930604,80,-26.08,-53.05,77.53,3.4
470,samarai,20,PG,1549930604,100,-10.62,150.67,84.28,24.09
471,rincon,40,US,1549929660,87,32.3,-81.24,65.66,9.17
472,port hedland,64,AU,1549927800,79,-20.31,118.58,86.0,11.41
473,san,0,ML,1549930602,31,13.3,-4.9,65.29,9.22
474,rongcheng,24,CN,1549930605,89,37.16,122.42,27.53,5.41
475,elliot lake,1,CA,1549926000,61,46.37,-82.65,15.8,10.29
476,gazli,92,UZ,1549930606,90,40.13,63.45,37.84,10.0
477,mattru,0,SL,1549930606,69,7.62,-11.83,81.26,6.64
478,kalianget,40,ID,1549927800,88,-7.35,109.91,77.0,2.24
479,labuhan,24,ID,1549930607,87,-2.54,115.51,77.26,2.95
480,iberia,12,PE,1549930607,82,-11.41,-69.49,77.26,2.73
481,sao filipe,32,CV,1549930607,90,14.9,-24.5,73.61,11.56
482,biltine,0,TD,1549930608,23,14.53,20.93,63.8,12.68
483,ust-kulom,80,RU,1549930608,84,61.69,53.69,23.26,6.76
484,belmonte,0,PT,1549930608,80,40.36,-7.35,33.2,4.63
485,mecca,0,SA,1549930609,65,21.43,39.83,49.36,4.63
486,whitehorse,40,CA,1549926000,77,60.72,-135.06,1.4,4.7
487,uglegorsk,12,RU,1549930609,77,49.08,142.06,-4.02,3.74
488,lumeje,12,AO,1549930610,95,-11.56,20.78,65.33,2.95
489,stare mesto,75,CZ,1549927800,69,50.09,14.42,37.4,17.22
490,san rafael del sur,20,NI,1549926000,46,11.85,-86.44,89.6,13.87
491,christchurch,0,NZ,1549927800,30,-43.53,172.64,84.2,8.05
492,rumphi,88,MW,1549930611,95,-11.02,33.86,61.46,2.39
493,caborca,0,MX,1549930611,25,30.58,-111.1,57.77,5.64
494,sabang,68,PH,1549930611,91,13.72,123.58,76.85,11.23
495,atyrau,0,KZ,1549927800,85,47.1,51.92,14.0,8.95
496,veraval,75,FR,1549927800,93,49.65,0.71,37.4,2.24
497,port keats,32,AU,1549930612,79,-14.25,129.55,88.28,18.28
498,taketa,0,JP,1549926000,74,32.97,131.38,39.2,5.82
499,bowen,0,AU,1549926000,66,-20.01,148.25,86.0,6.93
500,port moresby,40,PG,1549926000,74,-9.47,147.16,84.2,11.41
501,mayo,75,CA,1549926000,69,63.59,-135.9,-9.41,2.24
502,saint-joseph,0,FR,1549929600,51,43.56,6.97,44.6,3.36
503,katete,24,UG,1549930615,88,-0.78,29.75,62.95,4.52
504,shakawe,20,BW,1549930615,89,-18.36,21.84,70.78,3.51
505,masty,88,BY,1549930615,95,53.42,24.54,34.33,17.05
506,sao domingos,0,BR,1549930615,81,-13.4,-46.32,70.78,4.29
507,abhaynagar,0,BD,1549930616,82,23.01,89.4,50.71,4.63
508,shingu,20,JP,1549926000,65,33.72,135.99,41.0,16.11
509,borogontsy,32,RU,1549930616,72,62.67,131.17,-37.05,3.62
510,kinnelon,90,US,1549929180,60,41.0,-74.37,37.04,6.93
511,tuy hoa,88,VN,1549930617,100,13.08,109.3,72.62,12.01
512,yining,92,CN,1549930617,100,29.04,114.56,35.05,1.61
513,baykit,32,RU,1549930618,42,61.68,96.39,-27.64,2.62
514,nefteyugansk,90,RU,1549927800,84,61.09,72.61,5.0,6.71
515,arteaga,75,MX,1549928400,29,25.45,-100.85,78.8,11.41
516,adre,0,TD,1549930619,29,13.47,22.2,61.55,12.8
517,mildura,8,AU,1549926000,46,-34.18,142.16,73.4,17.22
518,thunder bay,90,CA,1549926000,78,48.41,-89.26,15.8,12.75
519,nyimba,36,ZM,1549930620,94,-14.56,30.81,70.24,2.62
520,yovon,75,TJ,1549927800,81,38.32,69.05,46.4,2.24
521,wajir,0,KE,1549930620,61,1.75,40.07,75.32,10.78
522,buchanan,20,LR,1549926000,94,5.88,-10.05,78.8,7.87
523,kapit,68,MY,1549930621,98,2.02,112.94,71.5,2.95
524,joshimath,48,IN,1549930621,94,30.57,79.57,4.22,1.05
525,lodwar,0,KE,1549930622,62,3.12,35.6,70.69,2.73
526,port townsend,90,US,1549930500,100,48.12,-122.76,33.8,4.7
527,bakel,20,SN,1549930622,22,14.9,-12.46,72.62,11.68
528,matagami,0,NG,1549930623,35,9.67,8.4,69.25,8.43
529,jalu,44,LY,1549930623,77,29.03,21.55,43.37,2.84
530,ambon,0,FR,1549927800,86,47.55,-2.56,42.8,3.29
531,colon,90,US,1549929300,94,41.3,-96.61,28.04,3.36
532,leglise,20,BE,1549927200,93,49.8,5.54,32.0,4.7
533,bilibino,8,RU,1549930624,73,68.06,166.44,-37.9,2.17
534,tucuman,92,PE,1549930625,92,-17.17,-70.89,63.35,1.39
535,rojhan,24,PK,1549930625,85,28.69,69.95,54.94,6.98
536,tabas,92,IR,1549926000,93,33.6,56.92,50.0,2.24
537,sibolga,12,ID,1549930626,100,1.74,98.78,66.05,2.39
538,ranau,75,MY,1549927800,78,5.95,116.67,78.8,3.36
539,wad rawah,0,SD,1549930626,23,15.16,33.13,59.89,10.67
540,cayenne,100,GF,1549927800,94,4.94,-52.33,75.2,11.41
541,kuliyapitiya,0,LK,1549926600,88,7.47,80.04,75.2,8.05
542,muroto,20,JP,1549926000,41,33.37,134.14,42.8,12.75
543,alice town,76,BS,1549930627,100,25.72,-79.3,75.19,16.15
544,rio de jesus,12,PA,1549930628,44,7.98,-81.16,87.61,10.56
545,puri,40,ID,1549927800,94,-7.54,112.45,78.8,9.17
546,isangel,36,VU,1549930628,98,-19.55,169.27,81.85,22.41
547,brekstad,40,NO,1549929000,80,63.69,9.67,33.8,24.16
548,palauig,8,PH,1549930629,87,15.44,119.9,74.83,7.09
549,ahipara,20,NZ,1549930629,83,-35.17,173.16,73.21,10.0
550,anloga,20,GH,1549926000,83,5.79,0.9,84.2,6.93
551,barcelos,0,PT,1549927800,87,41.53,-8.62,44.6,2.06
552,lichtenburg,92,ZA,1549930630,99,-26.15,26.16,61.01,4.18
553,ambilobe,12,MG,1549930631,100,-13.19,49.05,69.83,2.73
554,sohbatpur,80,PK,1549930631,76,28.52,68.54,54.17,3.18
555,maltahohe,8,NA,1549930631,39,-24.83,16.98,67.31,6.64
556,buraydah,0,SA,1549926000,100,26.33,43.97,48.2,6.93
557,laguna,90,MX,1549924860,59,27.52,-110.01,66.2,5.82
558,ostrovnoy,64,RU,1549930632,88,68.05,39.51,27.94,14.25
559,vitim,56,RU,1549930633,70,59.44,112.57,-10.63,6.98
560,rio gallegos,0,AR,1549926000,35,-51.62,-69.22,57.2,18.34
561,moissala,20,TD,1549930633,33,8.34,17.77,77.57,9.66
562,manokwari,68,ID,1549930634,100,-0.87,134.08,77.98,3.74
563,pachperwa,24,IN,1549930634,84,27.52,82.65,47.11,1.39
564,allapalli,0,IN,1549930634,81,19.43,80.06,61.01,3.74
565,dunda,80,IN,1549930635,70,30.62,78.32,36.08,2.62
566,sol-iletsk,36,RU,1549930635,73,51.16,55.0,0.76,5.64
567,dehloran,0,IR,1549930635,92,32.69,47.27,44.5,6.42
568,gora kalwaria,75,PL,1549927800,93,51.98,21.22,35.6,10.29
